promotionid,promotiondistrictid,promotionname,mediatype,cost,startdate,enddate
1719,131,BigTimeSavings,Radio,11692.0000,1998-04-10,1998-04-12
1720,131,BigTimeSavings,Radio,12654.0000,1998-04-23,1998-04-25
1721,131,SuperSavers,SundayPaper|Radio|TV,7807.0000,1998-05-07,1998-05-10
1722,131,DoubleYourSavings,SundayPaper|Radio|TV,6204.0000,1998-05-19,1998-05-20
1723,131,DollarDays,SundayPaper|Radio|TV,12720.0000,1998-06-05,1998-06-07
1724,131,PickYourSavings,SundayPaper,9292.0000,1998-06-17,1998-06-20
1725,131,BigTimeSavings,SundayPaper|Radio,6663.0000,1998-06-30,1998-07-03
1726,131,BagStuffers,CashRegisterHandout,13097.0000,1998-07-15,1998-07-17
1727,131,PriceSmashers,SundayPaper|Radio|TV,8158.0000,1998-07-30,1998-08-01
1728,131,MysterySale,Radio,5193.0000,1998-08-14,1998-08-17
1729,131,BigPromo,ProductAttachment,7436.0000,1998-08-26,1998-08-29
1730,131,ThreeforOne,Radio,9252.0000,1998-09-10,1998-09-13
1731,131,CouponSpectacular,Radio,5513.0000,1998-09-25,1998-09-28
1732,131,OneDaySale,CashRegisterHandout,11602.0000,1998-10-06,1998-10-10
1733,131,WeekendMarkdown,ProductAttachment,8718.0000,1998-10-23,1998-10-27
1734,131,ICantBelieveItSale,TV,5915.0000,1998-11-05,1998-11-07
1735,131,OneDaySale,DailyPaper|Radio|TV,7279.0000,1998-11-18,1998-11-20
1736,131,PickYourSavings,SundayPaper|Radio,5077.0000,1998-12-03,1998-12-07
1737,131,DollarCutters,DailyPaper|Radio,7066.0000,1998-12-16,1998-12-17
1738,131,GoForIt,SundayPaper|Radio,12300.0000,1998-12-30,1998-12-31
1740,132,DoubleYourSavings,BulkMail,7813.0000,1996-01-18,1996-01-21
1741,132,GreenLightDays,ProductAttachment,12020.0000,1996-01-31,1996-02-03
1742,132,BigTimeDiscounts,StreetHandout,5290.0000,1996-02-15,1996-02-16
1743,132,FreeForAll,DailyPaper|Radio,9843.0000,1996-02-27,1996-03-01
1744,132,GreenLightSpecial,ProductAttachment,11058.0000,1996-03-14,1996-03-17
1745,132,PriceSlashers,SundayPaper,14040.0000,1996-03-29,1996-03-30
1746,132,GoForIt,ProductAttachment,5347.0000,1996-04-09,1996-04-12
1747,132,DollarCutters,DailyPaper|Radio,8445.0000,1996-04-23,1996-04-26
1748,132,SavingDays,StreetHandout,11369.0000,1996-05-09,1996-05-11
1749,132,GoForIt,SundayPaper,5321.0000,1996-05-23,1996-05-26
1750,132,SuperWalletSavers,StreetHandout,12010.0000,1996-06-06,1996-06-07
1751,132,GoForIt,DailyPaper|Radio,6309.0000,1996-06-20,1996-06-23
1752,132,Save-ItSale,SundayPaper,10942.0000,1996-07-05,1996-07-06
1753,132,PickYourSavings,SundayPaper,9767.0000,1996-07-17,1996-07-18
1754,132,CouponSpectacular,CashRegisterHandout,14493.0000,1996-07-31,1996-08-04
1755,132,BigTimeSavings,SundayPaper,6090.0000,1996-08-16,1996-08-19
1756,132,PriceSmashers,DailyPaper,5088.0000,1996-08-28,1996-08-29
1757,132,DoubleYourSavings,CashRegisterHandout,8786.0000,1996-09-12,1996-09-16
1758,132,MoneySavers,In-StoreCoupon,8893.0000,1996-09-26,1996-09-27
1759,132,SavingDays,DailyPaper|Radio|TV,10281.0000,1996-10-08,1996-10-10
1760,132,SavingDays,SundayPaper|Radio,10989.0000,1996-10-23,1996-10-24
1761,132,TwoforOne,DailyPaper,6904.0000,1996-11-08,1996-11-11
1762,132,UnbeatablePriceSavers,ProductAttachment,5048.0000,1996-11-21,1996-11-22
1763,132,TwoDaySale,DailyPaper|Radio,14981.0000,1996-12-04,1996-12-05
1764,132,SaleWinners,In-StoreCoupon,7398.0000,1996-12-17,1996-12-19
1765,132,BigTimeDiscounts,DailyPaper,8186.0000,1997-01-02,1997-01-04
1766,132,BigTimeSavings,DailyPaper|Radio,13826.0000,1997-01-15,1997-01-19
1767,132,ShelfEmptiers,In-StoreCoupon,14960.0000,1997-01-29,1997-01-30
1768,132,DoubleDownSale,StreetHandout,9085.0000,1997-02-12,1997-02-14
1769,132,ICantBelieveItSale,ProductAttachment,14746.0000,1997-02-26,1997-03-02
1770,132,PriceSavers,SundayPaper|Radio|TV,6308.0000,1997-03-12,1997-03-14
1771,132,UnbeatablePriceSavers,SundayPaper|Radio|TV,5988.0000,1997-03-26,1997-03-28
1772,132,SalesDays,DailyPaper,9166.0000,1997-04-10,1997-04-12
1773,132,MysterySale,SundayPaper|Radio,9700.0000,1997-04-24,1997-04-27
1774,132,YouSaveDays,SundayPaper,9299.0000,1997-05-07,1997-05-09
1775,132,WeekendMarkdown,DailyPaper|Radio|TV,7524.0000,1997-05-22,1997-05-25
1776,132,ShelfEmptiers,SundayPaper|Radio|TV,8969.0000,1997-06-05,1997-06-08
1777,132,FreeForAll,SundayPaper|Radio|TV,14376.0000,1997-06-18,1997-06-22
1778,132,PriceSavers,DailyPaper|Radio|TV,9356.0000,1997-07-04,1997-07-05
1779,132,WalletSavers,Radio,6125.0000,1997-07-17,1997-07-20
1780,132,MysterySale,StreetHandout,5378.0000,1997-07-31,1997-08-04
1781,132,DoubleYourSavings,SundayPaper|Radio,5658.0000,1997-08-15,1997-08-17
1782,132,FreeForAll,StreetHandout,6019.0000,1997-08-28,1997-08-30
1783,132,DoubleYourSavings,Radio,13989.0000,1997-09-10,1997-09-13
1784,132,BagStuffers,ProductAttachment,14951.0000,1997-09-26,1997-09-28
1785,132,PriceCutters,DailyPaper,10103.0000,1997-10-09,1997-10-12
1786,132,GoForIt,Radio,12403.0000,1997-10-23,1997-10-26
1787,132,DollarCutters,DailyPaper|Radio|TV,8919.0000,1997-11-06,1997-11-07
1788,132,BagStuffers,In-StoreCoupon,11589.0000,1997-11-20,1997-11-23
1789,132,SaleWinners,DailyPaper,8959.0000,1997-12-03,1997-12-07
1790,132,ICantBelieveItSale,StreetHandout,5394.0000,1997-12-18,1997-12-21
1791,132,MoneySavers,SundayPaper|Radio|TV,10455.0000,1998-01-01,1998-01-03
1792,132,GreenLightSpecial,SundayPaper|Radio,14834.0000,1998-01-14,1998-01-17
1793,132,DoubleDownSale,SundayPaper,7077.0000,1998-01-29,1998-01-30
1794,132,SuperDuperSavers,SundayPaper,11549.0000,1998-02-10,1998-02-13
1795,132,TwoforOne,SundayPaper|Radio,5155.0000,1998-02-24,1998-02-25
1796,132,GreenLightSpecial,Radio,7801.0000,1998-03-11,1998-03-13
1797,132,SaleWinners,DailyPaper,14917.0000,1998-03-26,1998-03-29
1798,132,BigTimeDiscounts,In-StoreCoupon,12114.0000,1998-04-10,1998-04-13
1799,132,PriceWinners,DailyPaper|Radio,6921.0000,1998-04-21,1998-04-23
1800,132,Save-ItSale,DailyPaper,7374.0000,1998-05-07,1998-05-08
1801,132,MysterySale,In-StoreCoupon,6707.0000,1998-05-20,1998-05-21
1802,132,SuperDuperSavers,DailyPaper,11941.0000,1998-06-04,1998-06-06
1803,132,ShelfEmptiers,ProductAttachment,7948.0000,1998-06-16,1998-06-18
1804,132,ICantBelieveItSale,DailyPaper|Radio|TV,7455.0000,1998-07-03,1998-07-04
1805,132,SuperSavers,StreetHandout,14317.0000,1998-07-15,1998-07-19
1806,132,ByeByeBaby,SundayPaper|Radio|TV,7587.0000,1998-07-30,1998-08-01
1807,132,DoubleYourSavings,DailyPaper|Radio|TV,10760.0000,1998-08-13,1998-08-17
1808,132,SaleWinners,SundayPaper|Radio,14631.0000,1998-08-28,1998-08-29
1809,132,ByeByeBaby,ProductAttachment,13710.0000,1998-09-11,1998-09-12
1810,132,SuperSavers,DailyPaper|Radio,12362.0000,1998-09-22,1998-09-25
1811,132,TipTopSavings,DailyPaper|Radio,8115.0000,1998-10-06,1998-10-09
1812,132,SaleWinners,StreetHandout,11040.0000,1998-10-22,1998-10-24
1813,132,GreenLightSpecial,CashRegisterHandout,14992.0000,1998-11-05,1998-11-07
1814,132,SuperDuperSavers,Radio,11681.0000,1998-11-19,1998-11-23
1815,132,SuperDuperSavers,DailyPaper|Radio,13323.0000,1998-12-03,1998-12-06
1816,132,BestSavings,SundayPaper,10612.0000,1998-12-17,1998-12-20
1819,133,WeekendMarkdown,DailyPaper,10909.0000,1996-01-17,1996-01-19
1820,133,DollarDays,Radio,9907.0000,1996-02-02,1996-02-04
1821,133,DollarCutters,SundayPaper|Radio|TV,13605.0000,1996-02-13,1996-02-14
1822,133,SavingsGalore,SundayPaper|Radio,13712.0000,1996-02-27,1996-02-29
1823,133,DoubleDownSale,SundayPaper,5100.0000,1996-03-13,1996-03-16
1824,133,TwoforOne,BulkMail,13152.0000,1996-03-27,1996-03-30
1825,133,YouSaveDays,Radio,11723.0000,1996-04-10,1996-04-12
1826,133,BigTimeSavings,TV,7211.0000,1996-04-24,1996-04-27
1827,133,ICantBelieveItSale,SundayPaper,11047.0000,1996-05-07,1996-05-09
1828,133,FreeForAll,SundayPaper|Radio|TV,10807.0000,1996-05-23,1996-05-24
1829,133,GoForIt,StreetHandout,14251.0000,1996-06-04,1996-06-07
1830,133,DimesOff,ProductAttachment,7776.0000,1996-06-20,1996-06-22
1831,133,DollarDays,SundayPaper,8910.0000,1996-07-04,1996-07-06
1832,133,SuperSavers,BulkMail,10380.0000,1996-07-18,1996-07-21
1833,133,PriceSavers,SundayPaper|Radio|TV,8697.0000,1996-08-01,1996-08-03
1834,133,TwoDaySale,BulkMail,7603.0000,1996-08-15,1996-08-19
1835,133,GreenLightSpecial,DailyPaper,7282.0000,1996-08-29,1996-09-01
1836,133,DoubleDownSale,DailyPaper|Radio,13116.0000,1996-09-11,1996-09-13
1837,133,ByeByeBaby,DailyPaper|Radio|TV,13651.0000,1996-09-25,1996-09-27
1838,133,SavingsGalore,ProductAttachment,14659.0000,1996-10-08,1996-10-10
1839,133,DollarCutters,DailyPaper,5539.0000,1996-10-23,1996-10-25
1840,133,PriceCutters,In-StoreCoupon,13082.0000,1996-11-05,1996-11-09
1841,133,SavingDays,In-StoreCoupon,8489.0000,1996-11-21,1996-11-23
1842,133,BigTimeSavings,StreetHandout,10813.0000,1996-12-04,1996-12-07
1843,133,MoneyGrabbers,BulkMail,10239.0000,1996-12-19,1996-12-23
1844,133,PriceSlashers,SundayPaper|Radio,9491.0000,1997-01-03,1997-01-05
1845,133,SalesDays,DailyPaper|Radio|TV,9771.0000,1997-01-15,1997-01-18
1846,133,BigTimeSavings,SundayPaper|Radio,10132.0000,1997-01-30,1997-02-03
1847,133,SalesDays,TV,8103.0000,1997-02-13,1997-02-16
1848,133,UnbeatablePriceSavers,DailyPaper,10310.0000,1997-02-26,1997-03-02
1849,133,OneDaySale,StreetHandout,12807.0000,1997-03-11,1997-03-13
1850,133,TwoDaySale,SundayPaper,11205.0000,1997-03-27,1997-03-30
1851,133,PriceWinners,CashRegisterHandout,10377.0000,1997-04-10,1997-04-14
1852,133,PriceDestroyers,ProductAttachment,13047.0000,1997-04-24,1997-04-27
1853,133,PriceDestroyers,TV,10417.0000,1997-05-06,1997-05-07
1854,133,PickYourSavings,ProductAttachment,14196.0000,1997-05-22,1997-05-25
1855,133,DollarCutters,BulkMail,11912.0000,1997-06-05,1997-06-07
1856,133,ByeByeBaby,TV,6292.0000,1997-06-18,1997-06-22
1857,133,GreenLightSpecial,SundayPaper|Radio|TV,8535.0000,1997-07-03,1997-07-07
1858,133,PriceWinners,StreetHandout,6879.0000,1997-07-17,1997-07-19
1859,133,BestSavings,Radio,13141.0000,1997-08-01,1997-08-05
1860,133,ShelfEmptiers,CashRegisterHandout,9229.0000,1997-08-15,1997-08-19
1861,133,OneDaySale,ProductAttachment,6345.0000,1997-08-28,1997-08-29
1862,133,SaleWinners,SundayPaper,6198.0000,1997-09-10,1997-09-11
1863,133,ShelfClearingDays,Radio,11005.0000,1997-09-25,1997-09-28
1864,133,BagStuffers,DailyPaper|Radio|TV,8802.0000,1997-10-10,1997-10-12
1865,133,DollarDays,ProductAttachment,10791.0000,1997-10-23,1997-10-25
1866,133,Save-ItSale,ProductAttachment,6025.0000,1997-11-06,1997-11-09
1867,133,PriceCutters,SundayPaper|Radio|TV,12032.0000,1997-11-20,1997-11-23
1868,133,MoneyGrabbers,StreetHandout,11539.0000,1997-12-04,1997-12-06
1869,133,DimesOff,DailyPaper|Radio|TV,9647.0000,1997-12-18,1997-12-20
1870,133,PriceSmashers,CashRegisterHandout,10262.0000,1997-12-30,1998-01-02
1871,133,SalesDays,StreetHandout,14814.0000,1998-01-16,1998-01-18
1872,133,TipTopSavings,DailyPaper|Radio|TV,8686.0000,1998-01-28,1998-01-31
1873,133,GoForIt,SundayPaper|Radio,7765.0000,1998-02-11,1998-02-13
1874,133,ShelfClearingDays,Radio,6417.0000,1998-02-25,1998-02-28
1875,133,BigPromo,Radio,9514.0000,1998-03-11,1998-03-15
1876,133,OneDaySale,BulkMail,5094.0000,1998-03-24,1998-03-27
1877,133,ShelfClearingDays,SundayPaper|Radio,9046.0000,1998-04-09,1998-04-12
1878,133,Save-ItSale,BulkMail,5735.0000,1998-04-24,1998-04-26
1879,133,PriceWinners,DailyPaper|Radio,13936.0000,1998-05-07,1998-05-10
1880,133,PriceSavers,ProductAttachment,11225.0000,1998-05-22,1998-05-23
1881,133,PriceCutters,SundayPaper,10050.0000,1998-06-03,1998-06-06
1882,133,DollarDays,DailyPaper|Radio,12120.0000,1998-06-17,1998-06-20
1883,133,SavingsGalore,ProductAttachment,14964.0000,1998-07-02,1998-07-05
1884,133,ICantBelieveItSale,SundayPaper|Radio|TV,13962.0000,1998-07-15,1998-07-18
1885,133,BigTimeDiscounts,DailyPaper,5004.0000,1998-07-29,1998-08-01
1886,133,SuperWalletSavers,DailyPaper|Radio|TV,5111.0000,1998-08-12,1998-08-15
1887,133,SuperDuperSavers,DailyPaper,6499.0000,1998-08-27,1998-08-28
1888,133,PriceWinners,CashRegisterHandout,7207.0000,1998-09-10,1998-09-11
1889,133,WeekendMarkdown,DailyPaper,7024.0000,1998-09-24,1998-09-27
1890,133,BestSavings,ProductAttachment,12512.0000,1998-10-08,1998-10-09
1891,133,TwoforOne,DailyPaper|Radio,5101.0000,1998-10-21,1998-10-24
1892,133,SaleWinners,In-StoreCoupon,14862.0000,1998-11-03,1998-11-05
1893,133,PriceSavers,DailyPaper,8306.0000,1998-11-18,1998-11-22
1894,133,BigPromo,StreetHandout,11831.0000,1998-12-02,1998-12-04
1895,133,YouSaveDays,DailyPaper|Radio,10309.0000,1998-12-15,1998-12-18
1896,133,MoneySavers,CashRegisterHandout,14434.0000,1998-12-29,1998-12-30
