productclassid,productid,brandname,productname,SKU,SRP,grossweight,netweight,recyclablepackage,lowfat,unitspercase,casesperpallet,shelfwidth,shelfheight,shelfdepth
12,1178,Horatio,HoratioLowFatChips,11555708050,3.7800,10.5,8.5,0,0,28,13,15.4,12.5,5.23
82,1179,Horatio,HoratioSesameCrackers,96515912413,2.6300,12.6,9.6,0,0,29,12,8.29,14,3.96
45,1180,Horatio,HoratioFrostedCookies,38472662568,3.9000,10.6,8.6,1,0,17,7,8.71,15.3,21.4
109,1181,Horatio,HoratioDriedApples,92670633196,1.7700,20.9,19.8,1,0,15,5,14.4,9.72,17.5
109,1182,Horatio,HoratioAppleFruitRoll,69963019490,1.4000,7.87,6.86,0,0,27,8,21.8,19,13.4
109,1183,Horatio,HoratioStrawberryFruitRoll,27300886511,1.5400,7.71,6.71,1,1,25,9,21.9,17.1,7.92
109,1184,Horatio,HoratioRaspberryFruitRoll,63831039071,2.8400,11.1,8.1,0,1,22,12,11.5,3.2,13.7
109,1185,Horatio,HoratioGrapeFruitRoll,56504542231,1.3500,16.4,14.3,1,0,6,7,18.4,10.5,21.4
109,1186,Horatio,HoratioDriedDates,62272461056,1.6800,9.01,6.01,1,0,32,10,12,22.4,5.67
109,1187,Horatio,HoratioRaisins,12966689467,2.2000,17.9,15.8,1,0,8,11,19.1,18.9,7.26
109,1188,Horatio,HoratioGoldenRaisins,77972374558,1.7900,18.6,16.6,1,1,27,7,6.34,19.3,8.82
109,1189,Horatio,HoratioDriedApricots,99121410250,0.7600,12.4,10.3,0,0,8,10,16.9,4.72,15.1
84,1190,Horatio,HoratioFrostedDonuts,19462731480,1.3000,11.8,8.8,0,1,27,12,5.82,4.95,12.2
36,1191,Musial,MusialTastyCandyBar,99849533438,2.1000,19.7,16.7,1,0,33,10,9.17,3.56,14
36,1192,Musial,MusialMintChocolateBar,13330751061,0.9800,13.5,12.5,0,1,9,7,10.9,16.7,7.89
36,1193,Musial,MusialMaltedMilkBalls,62955319285,0.8900,13.8,10.8,0,1,22,5,13.2,11.4,12.1
36,1194,Musial,MusialSemi-SweetChocolateBar,11772173047,2.8100,19.6,17.6,0,0,3,6,12.5,9.92,7.27
37,1195,Musial,MusialBubbleGum,30634507536,1.6600,8.49,6.48,1,0,19,14,19,9.42,15.1
38,1196,Musial,MusialSpicyMints,27472086548,2.9200,14.6,12.6,0,0,5,10,14.3,21.3,14.9
38,1197,Musial,MusialMints,81670057177,3.1400,10.3,7.3,0,0,15,12,13.7,13.5,20.7
36,1198,Musial,MusialWhiteChocolateBar,58962443470,3.4300,16,14,0,0,13,8,14.8,20.8,5.8
5,1199,Colossal,ColossalRavioli,16300310492,2.5600,8.6,6.6,0,1,10,7,17.9,20.6,22.5
5,1200,Colossal,ColossalManicotti,52830463051,1.8700,14.7,13.6,1,0,23,9,21.2,4.63,17.4
5,1201,Colossal,ColossalSpaghetti,45503966212,3.3700,21.9,19.8,1,0,12,8,17.8,14.2,4.63
57,1202,Colossal,ColossalThaiRice,51271885037,3.9400,14.3,11.3,1,0,3,9,9.34,19.3,9.29
57,1203,Colossal,ColossalRiceMedly,37085284590,1.4600,15,12,1,1,31,9,15.3,21.8,3.45
43,1204,Portsmouth,PortsmouthImportedBeer,78188839554,2.1600,16.2,13.2,1,0,20,10,12.2,4.44,4.97
44,1205,Portsmouth,PortsmouthLightWine,88120834231,2.6000,19.3,17.2,0,0,4,6,9.24,12.4,13.9
44,1206,Portsmouth,PortsmouthChardonnayWine,98462155461,3.4300,8.41,7.4,0,0,15,13,14.3,11.6,22.4
44,1207,Portsmouth,PortsmouthChablisWine,88848957419,1.8900,21.2,18.2,1,0,20,12,17,5.9,3.39
44,1208,Portsmouth,PortsmouthMerlotWine,92330175042,2.8700,10.3,8.3,1,0,32,10,22.1,5.13,11.8
44,1209,Portsmouth,PortsmouthChardonnay,51954743266,2.7000,13.1,11.1,1,0,25,11,14.1,3.09,5.96
44,1210,Portsmouth,PortsmouthWhiteZinfandelWine,90771597027,1.7000,11.2,9.19,1,0,28,10,16.7,17.4,6.42
43,1211,Portsmouth,PortsmouthLightBeer,19633931517,3.7900,16.3,15.2,1,0,5,8,21.8,16.7,14.8
27,1212,Sphinx,SphinxPumpernickelBread,27688551545,0.5300,8.16,6.15,1,1,33,9,19.1,22.8,12.4
27,1213,Sphinx,SphinxWhiteBread,15788652300,2.9300,18.9,16.8,1,0,31,6,15.2,14.9,8.44
27,1214,Sphinx,SphinxRyeBread,47698195576,1.3200,17.8,15.7,0,0,25,8,20.6,16.2,10.6
26,1215,Sphinx,SphinxEnglishMuffins,95036062598,1.4600,6.26,4.26,1,1,27,14,3.34,19,13.6
26,1216,Sphinx,SphinxCranberryMuffins,41566215157,2.1100,13.8,11.8,0,1,18,9,13.4,22,13.1
26,1217,Sphinx,SphinxMuffins,34239718317,1.2700,18.1,16.1,0,0,11,7,9.42,14.9,6.1
25,1218,Sphinx,SphinxBagels,40007637143,1.8300,16,14,1,0,5,6,12.6,9.53,8.63
26,1219,Sphinx,SphinxBlueberryMuffins,91918906569,2.3600,7.55,5.55,1,1,3,13,12.8,7,5.64
27,1220,Sphinx,SphinxWheatBread,66924591660,1.9500,10.1,7.1,1,1,35,13,16.5,8.55,11.7
49,1221,Plato,PlatoSesameOil,88073627352,1.4900,21.7,19.7,0,1,19,11,17.4,11.8,17.4
53,1222,Plato,PlatoChunkyPeanutButter,32317078709,2.4500,12,9,1,1,34,6,19,15.9,17.4
51,1223,Plato,PlatoHotChocolate,77584709525,0.5900,17.3,16.2,0,1,23,11,6.52,9.87,10.1
50,1224,Plato,PlatoBrownSugar,81065927147,1.2400,10.2,8.19,0,0,23,7,3.48,11.8,14.2
50,1225,Plato,PlatoWhiteSugar,40690495371,1.7200,11.4,9.39,0,0,3,9,22.9,3.41,3.13
90,1226,Plato,PlatoFrenchRoastCoffee,79507349133,2.9600,9.43,7.43,1,0,32,14,3.97,11.3,5.64
90,1227,Plato,PlatoDecafCoffee,98369683623,2.8100,6.23,5.23,1,0,31,6,8.08,16.6,6.64
90,1228,Plato,PlatoRegularCoffee,16424303650,2.1900,6.78,4.78,0,0,33,11,8.45,4.46,6.49
49,1229,Plato,PlatoVegetableOil,94524404406,1.3000,14.5,12.5,1,0,32,11,7.25,21.6,4.06
49,1230,Plato,PlatoCornOil,71816790699,0.7700,13.4,10.3,1,1,26,12,22.9,6.3,18.7
48,1231,Plato,PlatoTomatoSauce,29154657721,3.7100,11.8,10.8,0,0,28,14,8.35,17.5,11.1
49,1232,Plato,PlatoCanolaOil,52999721169,1.1300,7.95,6.94,0,0,5,14,11.2,8.7,11.7
33,1233,Plato,PlatoGrapePreserves,45673224329,0.7300,20.9,17.8,0,1,23,13,17.9,11.9,11.5
90,1234,Plato,PlatoColumbianCoffee,51441143155,0.5600,16.7,13.7,0,0,33,9,16.8,17.4,12.2
31,1235,Plato,PlatoStrawberryJelly,13352412581,1.3800,14.9,11.8,1,0,5,9,7.75,21.7,17.8
4,1236,Plato,PlatoPepper,78358097672,3.3200,16.5,13.5,1,1,2,13,7.02,9.9,4.2
33,1237,Plato,PlatoLowFatAppleButter,99507133364,2.7500,9.02,6.02,0,1,32,9,11.8,9.66,15.9
4,1238,Plato,PlatoSalt,43750584721,1.4700,14.8,13.8,1,1,3,11,11,8.1,11
33,1239,Plato,PlatoAppleButter,34137386679,2.2800,12.7,10.6,1,0,6,7,15,22.7,10.9
4,1240,Plato,PlatoOregano,92499433159,2.2600,15.7,14.6,1,0,35,11,22.2,3.24,11.8
31,1241,Plato,PlatoAppleJelly,28221871256,2.9800,6.42,3.42,0,0,3,10,16.3,7.3,14.1
32,1242,Plato,PlatoGrapeJam,90940855145,1.9800,19.9,17.8,0,0,24,12,14.9,9.62,11.8
32,1243,Plato,PlatoAppleJam,19803189635,1.1800,9.7,8.69,1,1,5,8,5.94,22.5,19.4
32,1244,Plato,PlatoStrawberryJam,27857809662,1.2100,19,17,1,0,24,8,6.41,3.45,18.3
53,1245,Plato,PlatoCreamyPeanutButter,15957910418,2.3200,18.3,17.2,0,1,30,6,5.42,18.1,12.9
33,1246,Plato,PlatoStrawberryPreserves,83250296711,1.5400,14.5,13.5,1,0,15,11,16.7,3.68,16
53,1247,Plato,PlatoExtraChunkyPeanutButter,16686033606,1.6800,19.3,16.2,1,0,23,14,14.9,13.2,18.8
33,1248,Plato,PlatoApplePreserves,77118316292,3.3300,12.6,11.6,1,0,25,8,14.3,20.8,7.75
31,1249,Plato,PlatoGrapeJelly,34672648310,1.4800,9.3,7.3,1,1,22,10,18.5,4.22,3.19
30,1250,Skinner,SkinnerBerryJuice,40440567135,2.1600,9.17,8.17,0,0,33,10,8.03,21.1,15.1
52,1251,Skinner,SkinnerMangoDrink,92351836562,3.5800,11.4,8.39,1,0,28,9,19.4,22.4,14.4
52,1252,Skinner,SkinnerStrawberryDrink,67357521653,2.2800,21.8,19.7,0,0,24,9,12.2,4.51,10.5
19,1253,Skinner,SkinnerCreamSoda,88506557345,1.7100,8.77,5.77,1,0,27,9,10.7,17.2,16.4
19,1254,Skinner,SkinnerDietSoda,32750008702,3.6700,8.31,7.31,1,0,7,9,8.52,20.5,6.56
19,1255,Skinner,SkinnerCola,23136810660,1.2400,20.7,18.7,1,0,14,10,9.12,7,12.6
19,1256,Skinner,SkinnerDietCola,26618028283,1.2200,15.2,13.1,1,0,29,9,21.5,22.1,19.4
30,1257,Skinner,SkinnerOrangeJuice,52340466380,1.9400,7.87,5.86,1,0,4,9,5.93,6.11,6.7
30,1258,Skinner,SkinnerCranberryJuice,80731294751,0.6100,15.2,13.1,0,0,12,10,21.2,4.39,9.41
30,1259,Skinner,SkinnerAppleJuice,99593629240,2.1400,14.7,11.6,1,0,26,10,19,7.69,19.5
52,1260,Skinner,SkinnerAppleDrink,17648249268,0.6700,7.11,5.11,0,1,16,9,18.3,21.5,11.9
35,1261,Johnson,JohnsonOatmeal,95748350024,0.6000,18.3,16.2,1,1,17,5,16.8,19.3,12.8
35,1262,Johnson,JohnsonCornPuffs,73040736317,0.7600,11.1,10.1,0,1,6,11,11.1,7.71,12.3
35,1263,Johnson,JohnsonWheatPuffs,96476473212,0.8300,10.5,7.5,0,1,25,6,8.9,20.1,21.9
35,1264,Johnson,JohnsonGrits,43006625771,2.3500,21.2,19.2,0,1,6,12,15.1,6.73,15.4
62,1265,Pleasant,PleasantCannedBeets,59582259058,0.7200,9.71,7.71,1,0,26,10,17.5,20.6,3.48
62,1266,Pleasant,PleasantCreamedCorn,65350177884,1.1800,10,8,0,0,27,12,9.83,20.9,10.2
62,1267,Pleasant,PleasantCannedStringBeans,16044406294,1.6000,7.5,6.5,1,0,30,10,19.7,19.9,10.4
58,1268,Pleasant,PleasantChickenSoup,81050091385,1.3000,20.5,18.5,0,1,33,11,8.88,8.95,3.14
62,1269,Pleasant,PleasantCannedYams,12199127078,3.9700,11.5,8.5,0,0,16,12,6.88,9.72,10.3
58,1270,Pleasant,PleasantVegetableSoup,46442578434,2.6900,20.5,18.5,1,0,4,13,22.5,9.5,9.38
62,1271,Pleasant,PleasantCannedTomatos,36829380393,3.5000,6.12,3.11,1,1,13,7,14.1,18.7,13.2
58,1272,Pleasant,PleasantNoodleSoup,16408467888,2.4800,18.2,16.2,0,1,31,9,7.15,4.35,11.3
58,1273,Pleasant,PleasantRegularRamenSoup,66033036112,3.3100,12.5,9.5,1,1,4,7,19.7,17.5,12.5
58,1274,Pleasant,PleasantChickenNoodleSoup,38752020001,1.3100,20.2,19.2,1,0,36,10,8.2,20.5,17
58,1275,Pleasant,PleasantTurkeyNoodleSoup,33712224364,1.1700,13.5,12.5,1,0,9,6,17.6,22.6,3.46
58,1276,Pleasant,PleasantBeefSoup,96647673249,1.4300,16.9,14.8,1,0,2,8,18.9,18.7,4.16
62,1277,Pleasant,PleasantCannedPeas,60845643877,2.5400,19.9,17.8,1,0,25,7,16.3,22.5,17.6
58,1278,Pleasant,PleasantChickenRamenSoup,62040160298,2.8200,20.2,19.2,1,1,9,9,8.26,5.08,14.4
93,1279,Pleasant,PleasantCannedTunainWater,85475897192,2.9600,6.41,3.4,1,0,16,8,19.6,15.5,13.1
93,1280,Pleasant,PleasantCannedTunainOil,32006049752,1.3700,8.91,5.9,1,0,7,9,4.84,8.17,19.2
94,1281,Pleasant,PleasantLargeCannedShrimp,48581683039,2.7700,16,14,0,1,13,10,20.9,20,16.3
95,1282,Pleasant,PleasantFancyCannedAnchovies,54349601864,3.4400,9.42,7.42,1,1,30,11,12.1,6.6,15.2
96,1283,Pleasant,PleasantFancyCannedClams,16260871291,0.7900,9.65,7.64,1,0,14,8,15.7,3.56,4.52
97,1284,Pleasant,PleasantFancyCannedOysters,81266556382,2.4300,8.46,7.46,0,0,30,7,3.6,20.4,21.7
98,1285,Pleasant,PleasantFancyCannedSardines,91198551058,1.8700,13.2,11.1,1,1,29,7,9.96,11,14.6
58,1286,Pleasant,PleasantRiceSoup,35442002415,0.9000,14,12,1,1,33,8,4.61,16.9,6.29
3,1287,Toucan,ToucanCannedMixedFruit,25828804373,1.4000,17.9,15.8,1,1,32,5,4.87,14.1,4.44
3,1288,Toucan,ToucanCannedPeaches,95407891869,1.3800,16.8,15.7,0,0,3,10,11.5,17.6,11.6
89,1289,Toretti,TorettiRosySunglasses,55032460093,1.2100,18.9,15.8,0,0,26,7,3.15,16.9,5.4
103,1290,Framton,FramtonEyeglassScrewdriver,27751443982,3.2100,19.8,17.7,1,0,21,11,4.21,21.1,20.5
102,1291,Framton,FramtonCityMap,22711648344,2.3000,20.7,19.7,1,0,8,10,8.82,3.47,15.2
15,1292,Booker,BookerLowFatCottageCheese,54668398499,3.3300,18.5,15.5,0,0,24,10,16.2,8.86,5.97
14,1293,Booker,BookerLowFatSourCream,49581395983,1.4400,8.25,5.25,0,1,22,6,17.3,16.2,11
14,1294,Booker,BookerSourCream,50775912404,1.7200,6.75,4.75,1,1,13,10,9.88,19.7,20.9
11,1295,Booker,BookerJackCheese,74211649298,1.8500,14.8,13.8,1,0,19,13,21.3,14.9,15.3
11,1296,Booker,BookerMuensterCheese,20741801857,2.5100,14.1,12.1,1,0,15,12,20.3,9.64,9.89
11,1297,Booker,BookerStringCheese,37317435145,1.6600,21.6,18.6,1,0,30,8,11.3,17.1,4.41
11,1298,Booker,BookerLowFatStringCheese,43085353970,1.3400,6.3,5.3,1,0,22,8,17.3,19.6,18.5
11,1299,Booker,BookerHavartiCheese,94996623396,2.7600,13.8,11.8,1,1,16,12,19.5,10.5,22.9
11,1300,Booker,BookerHeadCheese,70002308487,1.4500,17.3,15.2,1,0,19,5,17.1,13.2,21.2
11,1301,Booker,BookerCheeseSpread,91151344180,0.9400,8.42,5.42,1,0,25,10,5.08,19.6,10.9
11,1302,Booker,BookerSharpCheddarCheese,24177754521,1.8500,11.9,9.89,1,1,10,8,3.68,6.77,4.24
11,1303,Booker,BookerMildCheddarCheese,14564556479,0.6800,12.2,10.1,0,0,6,9,15.3,20.3,6.03
15,1304,Booker,BookerLargeCurdCottageCheese,84143643975,0.6700,7.43,4.42,0,1,13,8,13.8,18.1,6.91
76,1305,Booker,Booker2Milk,43768212199,0.5700,16.3,15.2,0,0,27,10,22.6,19,20.8
76,1306,Booker,BookerButtermilk,16487196087,2.4700,13.1,11.1,0,0,29,7,6.76,4.42,21.8
76,1307,Booker,BookerChocolateMilk,11447400450,1.3200,18.6,16.6,1,0,28,7,12.4,20.3,5.17
76,1308,Booker,Booker1Milk,43404150605,2.5800,18.3,16.2,0,0,14,6,8.75,12.5,15.3
76,1309,Booker,BookerWholeMilk,97602121233,3.4600,15.1,13.1,1,0,13,6,12.8,17.8,16.3
6,1310,Booker,BookerStrawberryYogurt,74894507527,3.9800,20.9,18.8,0,0,12,11,3.53,3.84,14.4
6,1311,Booker,BookerBlueberryYogurt,85645155310,3.2200,21.7,19.7,0,1,5,6,8.09,15.2,8.61
81,1312,Lake,LakeChickenHotDogs,32175307869,1.5300,12.3,11.3,0,1,26,10,13.7,4.9,8.42
91,1313,Lake,LakePimentoLoaf,24848811030,3.9200,19.4,16.3,1,1,17,7,3.03,17.9,20.4
91,1314,Lake,LakeBeefBologna,30616729855,0.6400,7.79,5.78,1,1,8,13,17.2,6.32,20.9
91,1315,Lake,LakeLowFatBologna,16430129408,1.7800,14.4,13.3,0,1,6,8,11.5,19.2,18.2
81,1316,Lake,LakeTurkeyHotDogs,81435814499,0.7100,17,15,1,1,20,10,14.9,3.05,14.3
81,1317,Lake,LakeFoot-LongHotDogs,12584850192,2.2600,9.54,8.53,1,1,11,10,19.7,22.8,6.1
16,1318,Lake,LakeLowFatColeSlaw,22926171422,0.9300,14.4,12.3,1,0,4,10,14.8,5.63,11.4
16,1319,Lake,LakeColeSlaw,92095932364,1.6800,13.2,10.1,0,1,33,7,8.49,3.33,6.64
77,1320,Lake,LakeRoastedChicken,95577149987,2.6600,21.2,19.2,0,1,27,11,21,11.9,11
8,1321,Lake,LakeCornedBeef,55201718211,2.4900,16.9,15.8,1,0,8,8,20.4,4.13,16.7
8,1322,Lake,LakeSlicedTurkey,94018571972,3.2000,6.66,5.65,0,1,6,13,21.5,11.4,21.8
8,1323,Lake,LakeSlicedHam,22880906462,2.9400,10.5,8.5,1,1,29,7,4.36,13.1,9.99
16,1324,Lake,LakePotatoSalad,54837656617,3.3100,13.5,11.5,0,0,29,7,10.4,20.2,20.9
8,1325,Lake,LakeSlicedChicken,19035627245,1.4300,12.8,9.8,0,1,25,5,9.48,14.9,15.5
66,1326,Giant,GiantSmallBrownEggs,86328013539,1.7100,9.05,7.05,0,1,20,9,20.8,20.5,18.6
66,1327,Giant,GiantLargeBrownEggs,43665880560,3.8400,18.8,16.7,0,0,33,7,4.33,18.2,4.8
66,1328,Giant,GiantSmallEggs,21174731850,2.2600,12.2,10.1,0,1,35,10,3.69,5.81,13.7
66,1329,Giant,GiantLargeEggs,13848235011,1.6500,19.8,16.7,1,1,27,9,22.6,21,5.76
66,1330,Giant,GiantEggSubstitute,19616153836,1.3300,10.9,9.89,1,1,33,13,10.5,7.37,15.4
34,1331,Carrington,CarringtonLowFatWaffles,95429553389,2.7400,10.3,8.3,1,0,29,6,7.86,22,15
110,1332,Carrington,CarringtonOrangePopsicles,46533108353,0.6900,14.7,12.6,1,0,14,12,20.8,8.17,10.5
100,1333,Carrington,CarringtonFrozenChickenBreast,91584274172,0.9300,9.92,8.92,1,1,21,12,19.3,5.89,11.3
29,1334,Carrington,CarringtonFrozenPancakes,11925595402,1.8400,19.7,17.7,1,0,17,12,12.1,22.4,15
63,1335,Carrington,CarringtonLowFatFrenchFries,92312397360,2.4100,8.15,6.14,0,0,7,11,15.1,3.05,8.1
64,1336,Carrington,CarringtonFrozenSausagePizza,95793614983,3.3900,18.8,17.7,1,0,17,14,21.3,9.63,21.6
34,1337,Carrington,CarringtonBlueberryWaffles,20035340189,0.5700,7.64,5.63,0,1,22,12,8.84,13.5,4.5
63,1338,Carrington,CarringtonFajitaFrenchFries,58852193951,2.2200,16.1,14.1,1,0,29,9,3.58,18.8,18.7
34,1339,Carrington,CarringtonWaffles,77714528441,1.3100,10.4,8.39,1,1,32,7,16.3,20.9,14.8
64,1340,Carrington,CarringtonFrozenPepperoniPizza,85769148468,2.5700,12.1,11.1,1,1,35,7,14.8,13.5,21.2
64,1341,Carrington,CarringtonFrozenCheesePizza,73869249224,3.4500,19.2,18.2,1,1,12,14,12.8,14.3,8.42
64,1342,Carrington,CarringtonFrozenMushroomPizza,51161635518,3.7300,18.5,15.5,0,0,5,10,13.8,22.4,10.4
34,1343,Carrington,CarringtonAppleCinnamonWaffles,98499502539,2.8700,13.7,11.6,1,1,36,7,11,17.9,6.27
60,1344,Carrington,CarringtonFrozenCarrots,45029655098,1.5200,9.89,7.89,1,0,19,9,4.05,3.5,4.36
10,1345,Carrington,CarringtonTurkeyTVDinner,37703158259,3.6800,10.2,9.19,0,1,14,8,6.02,20.4,18.6
10,1346,Carrington,CarringtonChickenTVDinner,98351905941,2.3500,9.06,6.06,1,0,2,12,12.9,12.8,20.8
10,1347,Carrington,CarringtonBeefTVDinner,60263175368,1.7700,21.2,20.2,1,1,2,9,14.5,21.7,16.4
28,1348,Carrington,CarringtonPancakeMix,35268860459,2.4700,14.5,13.5,0,1,23,13,10.7,9.08,15.8
110,1349,Carrington,CarringtonGrapePopsicles,56417896151,2.9000,12.5,10.5,0,1,11,11,22.8,4.77,5.87
63,1350,Carrington,CarringtonHomeStyleFrenchFries,90661347508,0.9200,6.87,5.86,0,0,7,12,5.39,3.53,9.52
110,1351,Carrington,CarringtonLimePopsicles,81048149466,1.6700,20.2,18.2,0,0,21,13,16.4,15.8,19.6
9,1352,Carrington,CarringtonIceCream,84529367089,2.6500,17.7,14.7,1,1,18,10,16.3,20.4,22.3
9,1353,Carrington,CarringtonIceCreamSandwich,44153935313,2.2400,13.9,12.8,1,0,19,7,17.7,20.4,22.9
60,1354,Carrington,CarringtonFrozenCauliflower,47851617932,1.4800,9.18,8.18,0,0,1,7,6.2,3.69,6.31
60,1355,Carrington,CarringtonFrozenBroccoli,66713952422,0.6300,17.2,15.2,1,0,26,9,7.34,15.6,8.18
60,1356,Carrington,CarringtonFrozenCorn,74768572449,1.6000,11.9,9.89,0,0,10,8,4.8,14.5,6.59
60,1357,Carrington,CarringtonFrozenPeas,62868673205,2.7100,21.8,19.7,1,1,3,13,16.4,13.2,22.8
9,1358,Carrington,CarringtonPopsicles,40161059498,2.1000,11.5,8.5,0,0,13,8,16.4,7.24,17.9
100,1359,Carrington,CarringtonFrozenChickenThighs,87498926520,1.2400,21.5,19.5,1,1,12,6,6.07,8.19,9.27
100,1360,Carrington,CarringtonFrozenChickenWings,34029079079,2.4200,9.4,8.39,0,1,11,7,18,19.8,19.9
110,1361,Carrington,CarringtonLemonPopsicles,26702582240,1.8100,11.5,9.5,1,0,6,8,9.66,19.1,13.6
78,1362,Hilltop,HilltopSilkySmoothHairConditioner,87351329922,1.4900,13.1,10.1,0,0,9,10,10.2,9.54,5.04
39,1363,Hilltop,HilltopTartarControlToothpaste,49262599349,2.6600,8.5,6.5,0,0,6,13,8.23,11.4,21.4
39,1364,Hilltop,HilltopWhiteningToothpast,24268284440,1.6000,19.8,17.7,1,0,29,13,17.1,7.88,12.7
39,1365,Hilltop,HilltopToothpaste,45417320132,0.5300,6.18,4.17,1,0,24,12,8.59,9.15,12
39,1366,Hilltop,HilltopDeodorant,79660771489,2.7600,17.2,15.2,0,0,30,10,21.6,21,13.6
79,1367,Hilltop,HilltopConditioningShampoo,70047573447,3.5700,16.3,13.2,0,0,19,10,15.8,5.39,8.92
79,1368,Hilltop,HilltopExtraMoistureShampoo,73528791069,3.5500,18.6,16.6,1,0,14,9,7.35,6.66,8.21
88,1369,Hilltop,HilltopAngledToothbrush,99251229166,3.3800,13.7,10.6,1,0,20,7,20.3,18.5,9.77
79,1370,Hilltop,HilltopApricotShampoo,71970213055,2.3800,16,13,1,0,16,6,11.8,19.7,9.06
70,1371,Hilltop,HilltopChildrensAspirin,78147458434,2.4700,6.4,4.4,1,0,33,12,15.4,8.09,16.9
70,1372,Hilltop,HilltopBufferedAspirin,86202078461,2.4900,6.49,4.48,1,0,10,13,13.7,8.08,21.9
71,1373,Hilltop,Hilltop200MGIbuprofen,74302179217,3.6000,8.77,7.77,1,0,5,12,5.21,9.35,21.2
72,1374,Hilltop,Hilltop200MGAcetominifen,51594565510,2.8900,18.9,17.8,1,0,23,9,14.1,5.6,13
73,1375,Hilltop,HilltopHCLNasalSpray,75030302405,2.1300,21.1,19.1,1,0,25,11,5.63,6.87,12.3
73,1376,Hilltop,HilltopDishwasherDetergent,45462585091,1.6800,21.5,18.5,1,0,22,14,8.96,16.9,12.2
75,1377,Hilltop,HilltopMulti-SymptomColdRemedy,38136088252,2.8300,10.6,8.6,1,0,4,10,12.6,5.03,20.6
75,1378,Hilltop,HilltopChildrensColdRemedy,43904007077,0.7300,12.9,9.89,1,0,6,13,4.06,6.3,19.9
74,1379,Hilltop,HilltopLaundryDetergent,95815276503,1.9200,9.26,8.26,0,0,15,11,22.5,5.76,6.52
74,1380,Hilltop,HilltopMintMouthwash,35438118577,3.6200,19.3,16.2,0,0,32,7,11.5,22,18.3
80,1381,Sunset,Sunset60WattLightbulb,56587154269,2.1700,21.6,20.6,0,0,34,9,22.9,3.28,17.6
56,1382,Sunset,SunsetPlasticForks,90830605626,1.1300,21.7,19.7,1,0,5,8,21.3,3.27,22.6
56,1383,Sunset,SunsetPlasticSpoons,81217407584,2.5900,19,17,0,0,7,10,7.48,16.4,18.5
56,1384,Sunset,SunsetPlasticKnives,84698625206,2.5700,13.1,11.1,0,0,24,7,16.4,12.6,10.3
101,1385,Sunset,SunsetC-SizeBatteries,20421063303,2.4000,14.5,12.5,1,0,29,14,14.7,12.8,14.8
80,1386,Sunset,Sunset100WattLightbulb,83140047192,1.6400,16.7,13.7,1,0,31,7,6.17,14.1,14.1
101,1387,Sunset,SunsetAAA-SizeBatteries,12002381682,3.4900,10.9,8.89,1,0,14,13,15.1,10.3,5.96
55,1388,Sunset,SunsetPaperPlates,20057001709,1.7500,13.2,11.1,1,0,9,11,6.59,11.6,5.24
55,1389,Sunset,SunsetPaperCups,63037931323,2.6300,13.6,11.6,1,0,12,9,9.92,21.6,5.11
80,1390,Sunset,Sunset75WattLightbulb,40330317616,1.9100,18.7,16.7,1,0,30,5,13.5,9.77,13.5
22,1391,Sunset,SunsetToiletBowlCleaner,63766054511,1.1600,20.9,19.8,1,0,26,13,5.02,11,12.8
22,1392,Sunset,SunsetCounterCleaner,10296207070,0.8300,21,18,0,0,2,6,3.36,11,17.8
22,1393,Sunset,SunsetGlassCleaner,26871840357,1.8500,16.4,14.3,1,0,19,11,12.2,7.46,9.13
80,1394,Sunset,Sunset25WattLightbulb,32639759182,2.5300,18.7,16.7,1,0,15,10,3.72,8.73,8.42
101,1395,Sunset,SunsetAA-SizeBatteries,84551028609,2.9500,17.9,14.8,1,0,10,14,17.9,13.1,3.7
101,1396,Sunset,SunsetD-SizeBatteries,59556713700,2.6500,15.1,12.1,0,0,5,13,4.14,6.25,19.5
18,1397,Sunset,SunsetPaperTowels,45586578249,1.4300,10.2,7.19,0,0,5,7,17.1,18.1,21.1
18,1398,Sunset,SunsetSoftNapkins,79830029606,3.1500,9.38,8.38,1,0,35,11,11.4,22.4,16.4
18,1399,Sunset,SunsetScentedTissue,70216831564,1.7800,11.6,10.6,1,0,31,10,22.8,3.76,15.6
18,1400,Sunset,SunsetToiletPaper,49795919060,0.8600,8,7,0,0,29,13,15.8,15.8,16.7
18,1401,Sunset,SunsetTissues,99420487284,1.5900,10.2,8.19,0,0,31,7,7.32,17,16
18,1402,Sunset,SunsetScentedToiletTissue,72139471173,2.5900,9.43,7.43,0,0,20,7,21.5,21.4,11.2
20,1403,Sunset,SunsetRoomFreshener,67099675536,2.4400,15.7,13.6,1,0,11,6,14.2,15.2,4.29
40,1404,Sunset,SunsetFryingPan,99056425690,2.7100,18,15,0,0,12,8,5.75,16.5,3.58
87,1405,Sunset,SunsetCopperCleaner,63254396319,0.8900,17.2,14.2,0,0,1,8,20,20.8,18.8
47,1406,Sunset,SunsetBeesWaxCandles,29329741597,0.5600,12.2,9.19,1,0,36,12,13,12.7,20.4
87,1407,Sunset,SunsetSilverCleaner,52765478491,0.6300,14.5,13.5,1,0,3,5,4.5,14,19.7
86,1408,Sunset,SunsetCopperPotScrubber,89295631051,2.6500,9.92,7.92,0,0,29,5,18.9,17.8,16.5
85,1409,Sunset,SunsetEconomyToiletBrush,15871264338,0.5300,7.18,6.17,0,0,25,13,5.1,11,12.4
